H2,CH4,C2H2,C2H4,C2H6,CO,CO2,Status
3,271,53,337,658,61,2714,T1&T2
20747,36107,1551,25674,3008,12977,9614,T1&T2
5,6868,1470,1486,3335,15485,56281,T1&T2
3483,15847,1478,14875,21487,12537,72734,T1&T2
1649,3230,1457,1182,1561,370,2183,T1&T2
13392,14431,1530,10081,2480,190,159,T1&T2
187,151,45,493,708,11778,31494,T1&T2
4129,18268,14,319,5725,1965,33193,T1&T2
21735,2682,261,210,186,1625,1972,T1&T2
39531,3101,1555,3877,11320,12590,59678,T1&T2
30962,16667,1498,19907,10678,9801,54106,T1&T2
8,787,633,317,1545,10496,18008,T1&T2
2,4243,212,1154,1319,1589,11929,T1&T2
1429,10712,285,1277,130,1078,1106,T1&T2
2923,2918,372,6602,21,15322,22296,T1&T2
35,5627,974,933,3098,280,15200,T1&T2
3158,18200,1559,4916,5020,9154,66333,T1&T2
144,253,387,23,575,962,526,T1&T2
26450,1494,1239,2561,486,3526,196,T1&T2
23376,13103,70,5206,1812,165,23371,T1&T2
12953,22223,1465,29876,440,13798,274,T1&T2
5085,418,85,205,17,2652,2818,T1&T2
491,59899,1475,26173,18792,6903,1147,T1&T2
151,145,286,276,341,125,7238,T1&T2
39447,6458,1540,6037,16633,13445,66537,T1&T2
318,5844,1361,2029,4593,137,29787,T1&T2
168,4538,127,150,4122,13954,1294,T1&T2
29804,8862,1280,8206,4775,80,21032,T1&T2
30262,6285,1206,2247,209,12278,124,T1&T2
26,5349,223,326,136,14646,97,T1&T2
4233,27497,1189,10715,5672,10401,11137,T1&T2
138,13297,273,8054,3742,574,15566,T1&T2
17800,8920,1491,8989,26300,58,72790,T1&T2
2873,16805,746,4274,24342,2132,59927,T1&T2
12167,8452,71,4037,4684,13731,155,T1&T2
1566,5033,1014,437,621,4498,48598,T1&T2
3419,3104,691,3579,30,5944,224,T1&T2
1515,294,1113,253,900,71,64238,T1&T2
2484,2649,848,5805,22,2286,734,T1&T2
74,1394,181,1366,521,59,9502,T1&T2
24994,805,5,338,506,5912,40611,T1&T2
39832,20442,1556,20686,9318,2441,38197,T1&T2
7,674,46,6114,256,1393,5133,T1&T2
371,6983,1510,5541,14693,15652,73286,T1&T2
20,5709,1032,22304,2450,363,38938,T1&T2
1872,20523,1348,5926,15370,96,37651,T1&T2
142,3494,923,4406,757,7344,21627,T1&T2
31574,14245,344,191,3992,14258,5496,T1&T2
137,213,393,86,771,157,8516,T1&T2
3807,28342,1328,16917,6895,15783,21937,T1&T2
3132,1346,1128,7040,141,2331,61966,T1&T2
5855,4731,1040,611,1117,9388,99,T1&T2
121,10933,1155,2741,2359,3320,18399,T1&T2
790,724,206,1543,336,11230,45822,T1&T2
32155,14409,989,9083,200,9700,117,T1&T2
30422,5188,185,2580,2861,14053,43414,T1&T2
101,4149,649,1152,3849,13006,26237,T1&T2
1152,10057,1494,4300,8328,12685,55894,T1&T2
184,9101,317,2804,359,9392,1045,T1&T2
888,1720,4,84,62,1123,149,T1&T2
29432,18533,283,6268,4749,15795,71095,T1&T2
11350,3889,494,1450,1732,7590,11739,T1&T2
827,68,11,789,15,565,3106,T1&T2
9,488,7,2018,1059,142,29924,T1&T2
8983,1413,230,368,1323,64,55966,T1&T2
37077,29373,1548,30858,1825,15642,122,T1&T2
33,651,684,174,20,66,44773,T1&T2
19,3921,1005,2759,102,500,2532,T1&T2
1725,11686,1452,822,1173,15489,40356,T1&T2
11869,6839,1466,4056,7505,7952,55518,T1&T2
15106,1585,1526,1933,611,12293,73482,T1&T2
38,15688,376,6475,753,3223,360,T1&T2
22258,19018,968,7997,773,14876,12054,T1&T2
36402,33903,1518,6642,4583,15355,25329,T1&T2
37699,3726,762,13658,139,15432,2707,T1&T2
28,25219,1297,1638,10019,15709,67028,T1&T2
3777,479,395,824,35,13612,13502,T1&T2
2214,2725,173,6685,242,195,999,T1&T2
29449,3803,712,1111,323,15780,31342,T1&T2
5243,1434,126,1955,46,14860,20782,T1&T2
30758,16481,1541,18348,9215,13107,71374,T1&T2
2841,205,811,80,2605,13712,68755,T1&T2
4798,22200,1455,7478,5572,15550,3598,T1&T2
32117,39255,1553,33195,6405,6220,7011,T1&T2
39325,32306,1265,30620,1515,15787,11860,T1&T2
883,10707,1277,16664,16082,15791,65363,T1&T2
236,3813,922,2179,1394,15645,3581,T1&T2
925,2398,1108,329,626,1663,24552,T1&T2
822,7463,972,5401,254,15786,1779,T1&T2
44,21665,908,12360,955,15648,10440,T1&T2
13937,21465,1454,15728,3226,15501,4246,T1&T2
24313,210,618,595,8,7428,668,T1&T2
113,6801,875,1490,2447,13732,67307,T1&T2
15,7151,971,3720,8464,6839,71166,T1&T2
38138,18933,1497,5619,24662,3537,74146,T1&T2
275,27416,936,5113,14453,91,11583,T1&T2
173,2924,1503,1247,285,5142,12408,T1&T2
31962,5284,203,1296,274,1545,9243,T1&T2
715,2698,30,42,78,3954,1389,T1&T2
13847,6921,1250,5116,1803,15378,52786,T1&T2
736,7917,890,2258,7257,10434,60313,T1&T2
111,1476,122,382,579,3709,35066,T1&T2
412,8128,1181,19319,3198,89,468,T1&T2
25100,21710,975,13486,2830,5416,236,T1&T2
5297,17433,725,11779,8797,14310,66242,T1&T2
124,9689,686,5362,7457,2213,72403,T1&T2
9343,19014,390,23280,11398,2705,2534,T1&T2
33688,28913,1458,29993,2866,15578,2080,T1&T2
283,4042,248,1333,5643,11103,56153,T1&T2
2080,462,73,465,1266,438,67519,T1&T2
201,243,338,1413,420,3152,27730,T1&T2
20965,16488,1349,27081,3370,930,571,T1&T2
757,7359,797,10909,4891,812,6412,T1&T2
7614,14856,652,12175,1763,12246,4930,T1&T2
11035,129,1278,1014,16,10121,2947,T1&T2
6927,4808,18,550,174,14925,5585,T1&T2
195,1193,488,1978,3248,1404,4976,T1&T2
28154,1848,740,246,178,845,592,T1&T2
38111,6797,303,10560,4999,11115,23113,T1&T2
27315,2042,263,652,42,12903,211,T1&T2
27,23347,1545,14830,4134,11468,15421,T1&T2
34842,54785,454,29813,6740,15470,5656,T1&T2
446,2305,1069,882,8267,145,73517,T1&T2
42,317,453,231,834,9246,1661,T1&T2
16,2827,1544,4363,5118,81,72159,T1&T2
181,510,112,28,1005,87,559,T1&T2
39320,30048,1483,19798,2066,14327,15390,T1&T2
995,4806,416,1362,1769,6676,73888,T1&T2
328,44,335,2438,90,583,68033,T1&T2
434,11150,352,4008,1244,13211,1295,T1&T2
383,22013,1243,19581,7863,10517,50867,T1&T2
9430,26254,1472,33442,1430,15602,183,T1&T2
2476,11309,509,16932,10196,1536,6330,T1&T2
38496,372,1285,739,751,356,50682,T1&T2
5393,7497,1558,17389,7179,1585,35438,T1&T2
96,21774,1539,20275,2039,14257,6312,T1&T2
10361,14412,818,1162,1317,159,402,T1&T2
1816,7092,1087,1044,841,1253,4780,T1&T2
35330,30577,1527,10078,8740,14835,7210,T1&T2
1665,592,779,252,98,208,427,T1&T2
5391,5721,101,2174,604,10602,293,T1&T2
33223,4632,169,4192,1126,15488,68225,T1&T2
20006,44305,1537,30286,6376,15798,892,T1&T2
89,2308,96,241,9426,331,66419,T1&T2
28778,1532,1001,34,446,6230,28315,T1&T2
22218,540,915,1183,208,68,1964,T1&T2
264,15732,931,11369,3997,3625,120,T1&T2
136,3126,1400,5004,5261,792,70318,T1&T2
26998,9792,895,6494,60,11431,280,T1&T2
38004,10403,524,2180,509,113,1738,T1&T2
34753,9212,1508,25680,6468,192,28239,T1&T2
10569,43095,32,29735,1284,15660,187,T1&T2
23212,541,477,896,107,980,351,T1&T2
32259,6790,119,12274,1138,13002,10095,T1&T2
2695,6656,1286,48,3783,12520,15575,T1&T2
2413,14502,1288,14610,103,15790,147,T1&T2
25120,52760,1507,10507,17126,90,649,T1&T2
29981,2989,1321,5407,2421,2363,11345,T1&T2
19372,3007,1504,5264,4350,616,17735,T1&T2
71,27745,443,13377,17905,15219,12505,T1&T2
34261,21712,1471,8738,4857,897,148,T1&T2
1127,1274,91,165,505,8839,4744,T1&T2
5639,22898,123,5556,5144,8328,352,T1&T2
90,1934,1261,6231,1770,184,5083,T1&T2
134,742,398,333,543,60,651,T1&T2
39039,26531,1547,16579,22758,92,27423,T1&T2
14,13688,1420,6607,8815,86,16508,T1&T2
4286,750,575,7351,1318,14023,42284,T1&T2
33603,21817,435,15300,2994,10735,679,T1&T2
1842,20901,1525,12404,6017,12192,9070,T1&T2
48,25829,1489,4010,13230,144,9665,T1&T2
232,10873,1125,6093,1709,78,422,T1&T2
8525,15231,1461,10244,13172,10283,32084,T1&T2
8834,6251,884,17734,633,15643,16702,T1&T2
6304,661,147,117,1330,15747,64308,T1&T2
39978,1595,429,4355,698,15735,15005,T1&T2
7471,6392,1552,26888,3711,2568,10956,T1&T2
12901,8370,1460,517,2795,2327,51157,T1&T2
43,4187,9,2834,18,72,166,T1&T2
4256,42058,1419,25520,10775,9696,2273,T1&T2
12477,1289,41,6342,655,13188,3763,T1&T2
2996,33524,1532,30973,11526,317,1449,T1&T2
4209,4660,1132,2263,1451,422,4900,T1&T2
15286,3997,1546,17641,715,1838,128,T1&T2
4397,639,99,5,1256,15357,61680,T1&T2
3783,629,95,532,32,259,105,T1&T2
37,6411,86,223,768,595,1117,T1&T2
294,6228,565,297,1214,3015,1651,T1&T2
33219,21964,1484,9989,414,15070,112,T1&T2
29946,9980,1085,3466,5498,224,4158,T1&T2
23,31277,1543,12431,2373,15772,10108,T1&T2
31790,14398,1319,10786,780,7526,133,T1&T2
1353,87,117,194,835,2306,67998,T1&T2
39958,5973,602,760,1165,4999,3259,T1&T2
2660,136,80,608,391,15165,15611,T1&T2
165,1610,440,3724,76,15297,541,T1&T2
15303,17733,1238,5847,2320,671,14233,T1&T2
18,18568,834,919,97,15683,114,T1&T2
1088,7020,1372,10971,5675,1028,13289,T1&T2
22651,19677,1233,14072,1196,6731,3596,T1&T2
33383,1396,642,1383,4,15748,100,T1&T2
499,5387,1209,2041,11453,15425,73692,T1&T2
11886,4740,803,6442,7950,594,993,T1&T2
1383,2957,1440,4163,3333,4507,41049,T1&T2
130,5023,1344,2374,313,12759,34281,T1&T2
334,3614,1502,1186,16229,201,65260,T1&T2
359,7582,980,12247,2725,283,328,T1&T2
38189,12235,945,1041,3164,14224,5650,T1&T2
19231,1293,1158,5010,1795,2438,420,T1&T2
2811,7248,1084,2429,4671,7997,379,T1&T2
12209,11013,1282,4195,2226,15534,9073,T1&T2
10251,7109,1146,9694,7284,2169,25235,T1&T2
1161,2822,643,5542,1251,613,266,T1&T2
10968,23662,1403,20355,7807,2772,9082,T1&T2
38506,3577,992,10342,544,2119,1092,T1&T2
143,22522,1554,6134,24998,355,11622,T1&T2
37903,942,604,1646,10,15773,217,T1&T2
680,10967,1533,8233,3421,3241,20108,T1&T2
148,9082,370,17696,8813,3415,65178,T1&T2
23434,26803,1141,1609,942,15427,289,T1&T2
782,1178,465,7868,2826,63,8217,T1&T2
14322,6323,162,1032,4435,170,17739,T1&T2
4894,486,290,5663,69,15034,7044,T1&T2
34841,20900,1535,12981,876,14788,4115,T1&T2
11,8746,36,2625,55,15656,1609,T1&T2
4773,8932,1487,15032,9319,1516,58988,T1&T2
452,6129,1443,6477,412,15776,14953,T1&T2
22350,9857,90,2693,338,7917,240,T1&T2
21064,7531,507,2783,592,402,186,T1&T2
38871,10481,832,20671,791,15743,150,T1&T2
39755,21012,683,2197,342,15740,127,T1&T2
4069,828,179,479,223,1275,17758,T1&T2
94,236,308,136,199,4702,31938,T1&T2
14439,13663,816,7582,6099,714,3462,T1&T2
7889,13069,463,6098,4357,15674,7065,T1&T2
5369,4604,854,4883,129,15141,370,T1&T2
30447,4803,1119,14340,3660,14743,70667,T1&T2
30380,18633,959,16663,12807,15632,71469,T1&T2
1314,454,911,562,1462,1195,12930,T1&T2
717,11358,1131,13796,349,6856,6183,T1&T2
34746,17292,1240,12398,3846,4427,326,T1&T2
495,6172,1488,15299,2628,11814,50969,T1&T2
14646,12222,624,14855,632,1873,1405,T1&T2
6579,12952,489,5738,14581,2315,74157,T1&T2
1505,1874,695,90,740,9446,7871,T1&T2
6966,8851,1165,5290,2149,13481,27054,T1&T2
25257,8682,1549,13278,398,1392,1098,T1&T2
28719,22788,1496,5941,6346,12588,44888,T1&T2
1038,1103,66,342,619,3934,53535,T1&T2
37718,14228,1171,3293,1478,798,40458,T1&T2
3999,18783,1520,9206,2926,13601,44831,T1&T2
24558,3748,707,2155,375,15760,519,T1&T2
5686,5680,399,14224,94,15551,218,T1&T2
33902,38637,897,10890,10628,15796,32538,T1&T2
2220,16406,1264,23241,11087,14958,57082,T1&T2
221,4886,171,740,240,202,309,T1&T2
39955,24132,696,16575,221,15352,4501,T1&T2
1805,9350,1341,11263,3093,106,37098,T1&T2
1486,21943,458,6326,11074,15203,42844,T1&T2
72,10808,1449,30517,12181,384,317,T1&T2
39203,6548,1055,7958,1346,1226,4594,T1&T2
6610,13555,1232,1455,6246,641,1214,T1&T2
289,4659,208,4781,3647,6942,13641,T1&T2
18174,3155,1201,8384,1591,2917,30123,T1&T2
1101,6710,1376,9666,2109,2670,9641,T1&T2
11025,3974,24,8282,39,11226,125,T1&T2
908,928,1220,4673,820,115,6939,T1&T2
25918,26479,1536,11362,7707,1580,558,T1&T2
62,8489,193,12813,2083,14962,16093,T1&T2
741,4451,361,686,1179,15755,67730,T1&T2
7869,12181,1234,18056,7258,11780,1308,T1&T2
369,12350,1166,727,7080,1825,57187,T1&T2
1499,1301,168,146,528,14604,7053,T1&T2
39924,16144,1260,25372,3157,7583,3779,T1&T2
19993,8252,138,2393,4311,633,3781,T1&T2
19914,5100,810,805,1869,6639,54306,T1&T2
4775,3939,281,4717,4172,62,2502,T1&T2
1853,3308,125,1222,169,98,126,T1&T2
559,3062,670,2202,1336,133,1553,T1&T2
31626,887,451,294,58,13053,20379,T1&T2
711,12322,312,5226,3969,11530,382,T1&T2
15474,27258,1008,11309,15891,14728,50760,T1&T2
342,139,50,63,896,1538,71230,T1&T2
24889,1833,347,588,53,15591,1849,T1&T2
25323,1727,222,1558,599,15793,16201,T1&T2
15119,11907,1528,997,5076,15666,66836,T1&T2
6524,12932,1179,1125,985,11153,7863,T1&T2
628,4981,679,680,5137,1192,875,T1&T2
248,7671,137,5014,282,14483,323,T1&T2
55,765,26,1667,180,14555,53963,T1&T2
31399,15087,1269,12192,2098,4494,3196,T1&T2
3756,477,10,106,111,14979,54691,T1&T2
840,38293,1049,14645,20737,15074,16994,T1&T2
1534,5326,280,3369,671,88,5096,T1&T2
32242,1592,646,558,2749,11925,220,T1&T2
1194,8470,1342,16365,2820,1809,8108,T1&T2
825,1686,60,58,667,1321,171,T1&T2
910,18407,639,20328,1130,15781,208,T1&T2
29145,29486,1357,12122,9608,13232,6618,T1&T2
6778,6373,436,5176,395,11090,5111,T1&T2
2311,19071,1451,13820,6796,15191,16795,T1&T2
10930,19413,1253,4258,4298,15752,63526,T1&T2
317,172,778,1931,219,892,34023,T1&T2
35035,16359,1301,8368,4203,568,5681,T1&T2
39411,428,673,519,547,15741,71646,T1&T2
131,7122,100,796,4392,346,6443,T1&T2
15398,1538,1047,2957,2298,1058,766,T1&T2
30,11387,1529,17564,14863,645,55846,T1&T2
688,4056,1397,1563,416,15014,45618,T1&T2
157,3941,1377,3813,172,15742,162,T1&T2
206,2522,839,712,3620,15582,60011,T1&T2
4251,24183,606,19744,7659,13790,17573,T1&T2
106,4622,221,1035,11068,9302,20971,T1&T2
25,512,240,16,28,4210,1238,T1&T2
9671,21594,1495,13578,13150,82,14524,T1&T2
6724,1700,63,890,1752,1238,343,T1&T2
11510,3315,74,1039,480,12434,2665,T1&T2
5867,35412,1138,21101,13750,105,60409,T1&T2
1446,9166,1215,9204,25025,758,62046,T1&T2
1825,19544,1456,19702,13032,14450,73893,T1&T2
361,7820,306,13049,1039,13656,2746,T1&T2
6988,19013,671,15731,7248,14439,3116,T1&T2
1918,8512,1292,5939,4170,14211,46326,T1&T2
29418,8306,1224,2818,788,11485,1030,T1&T2
3421,10159,349,977,99,10765,17765,T1&T2
21204,9904,605,6639,2128,713,134,T1&T2
126,20048,1326,2642,1501,13831,25608,T1&T2
1318,9280,1444,15834,1573,2686,59574,T1&T2
17,10270,1405,20983,8422,14097,40206,T1&T2
466,25807,798,31671,7665,15745,429,T1&T2
78,17824,1531,4346,22434,1435,70110,T1&T2
39051,20024,1110,2757,19137,9861,73741,T1&T2
5203,40304,1421,1015,10409,15646,73098,T1&T2
176,2170,754,2870,7259,12163,28183,T1&T2
692,2080,874,840,1076,12624,15951,T1&T2
231,1232,61,664,3599,382,29475,T1&T2
1656,31746,1310,10482,8722,1295,974,T1&T2
22750,2838,391,6463,29,15692,168,T1&T2
38276,37488,1439,29856,21806,14698,49831,T1&T2
29,9917,1090,5591,2659,14553,23053,T1&T2
39184,11017,1270,21647,2356,15614,333,T1&T2
4635,20613,1255,4943,2756,10272,4008,T1&T2
172,1913,675,9699,798,545,26092,T1&T2
390,3718,149,2307,4437,364,61971,T1&T2
3500,11939,259,8725,488,328,37847,T1&T2
1484,16547,588,11182,3915,15155,40303,T1&T2
30643,14712,1347,15639,16425,2978,62265,T1&T2
17994,8430,369,787,2316,10609,19892,T1&T2
23681,840,1207,6793,266,11667,3523,T1&T2
2233,27109,1501,15751,11813,1086,49956,T1&T2
4166,862,31,477,538,4146,41141,T1&T2
31138,11730,950,16340,253,14066,14255,T1&T2
39802,24242,828,13456,3239,15758,467,T1&T2
34333,5557,1221,15043,994,13049,113,T1&T2
13,1117,227,187,3999,14363,59831,T1&T2
4535,10660,1435,4086,6322,10706,46668,T1&T2
39724,5508,865,858,11582,13162,71278,T1&T2
34758,4054,678,1456,1692,15491,21241,T1&T2
19944,39235,1183,11850,5102,15782,888,T1&T2
27715,19569,1384,24408,9723,14802,6045,T1&T2
10545,8140,401,10221,191,11180,19901,T1&T2
12493,9149,947,11108,9617,14145,72392,T1&T2
33987,4251,557,64,145,15038,745,T1&T2
91,3893,878,978,3399,15140,66594,T1&T2
35815,15114,1333,13329,17724,10346,1388,T1&T2
27764,46270,978,15457,12855,361,581,T1&T2
2161,7931,381,7943,10216,9547,62899,T1&T2
29230,6664,1521,662,4254,489,43175,T1&T2
33654,13408,136,6700,57,8684,111,T1&T2
2184,1648,681,2355,2672,14637,15875,T1&T2
123,11114,1329,19942,3735,1232,70092,T1&T2
18638,21681,1187,8944,5181,9659,744,T1&T2
325,30487,1336,18432,8413,103,8067,T1&T2
1044,3969,34,354,265,5238,116,T1&T2
432,2024,593,7158,401,3559,4478,T1&T2
32759,7413,517,7730,354,12789,177,T1&T2
12857,16298,1182,7878,1315,960,312,T1&T2
39886,5153,1116,7512,1728,5709,50464,T1&T2
38832,19797,777,5744,6699,15385,7982,T1&T2
51,1972,152,707,175,15744,46056,T1&T2
438,14002,478,4459,2922,7505,52313,T1&T2
21295,43163,1359,18878,5752,15242,739,T1&T2
5554,8025,1168,1917,998,15662,4652,T1&T2
12275,9037,819,7740,5494,156,50475,T1&T2
17058,29992,1154,7429,993,14990,197,T1&T2
4389,6761,470,6637,4538,273,631,T1&T2
464,3619,407,4885,1764,3274,8104,T1&T2
99,9987,252,50,429,15762,69150,T1&T2
1292,1110,655,626,8931,650,48805,T1&T2
1097,9152,523,13446,3147,374,42868,T1&T2
1626,3403,907,2597,8726,673,74129,T1&T2
14016,8548,835,5601,210,13703,939,T1&T2
8919,10548,215,2485,433,4896,509,T1&T2
547,1243,510,216,25,9749,510,T1&T2
53,5488,343,2452,559,348,129,T1&T2
146,36994,402,24160,7217,9017,24127,T1&T2
15442,1200,114,5251,417,13503,763,T1&T2
678,992,305,455,460,13521,71436,T1&T2
199,6371,1423,13553,1271,296,38237,T1&T2
58,1939,1386,2817,45,1097,136,T1&T2
158,4636,1093,1084,2690,100,654,T1&T2
54,13431,1180,16408,418,14685,1027,T1&T2
26770,7040,997,20804,2205,15699,24197,T1&T2
39789,11489,1020,2289,2211,15765,35170,T1&T2
36404,19207,497,13488,8794,15331,8848,T1&T2
3431,34383,1509,19974,18102,1138,8322,T1&T2
5944,687,353,794,517,7260,44926,T1&T2
33043,34881,1339,24767,5758,10266,30379,T1&T2
29860,15024,629,2427,374,15554,19003,T1&T2
32585,11258,882,7318,1370,15650,48530,T1&T2
36385,5495,657,849,874,14054,68720,T1&T2
2796,6019,596,3012,4460,12105,57532,T1&T2
37291,8859,1387,14520,2619,5560,1767,T1&T2
942,2748,689,5297,26,5261,56378,T1&T2
7685,4647,1196,4365,15096,9747,72580,T1&T2
35347,9861,1029,6135,2889,10228,9944,T1&T2
5129,8632,1330,4709,10260,15263,1344,T1&T2
551,20841,735,12653,674,9352,238,T1&T2
28979,11931,272,2242,4310,6737,2555,T1&T2
36873,2391,1273,7888,585,162,1747,T1&T2
10187,26365,1524,20488,4351,14296,1221,T1&T2
32771,9582,1402,10986,8394,14671,64555,T1&T2
10350,22262,238,11347,10099,14543,54658,T1&T2
1236,5740,944,3886,1122,15411,73241,T1&T2
1624,20919,55,4377,1605,9754,107,T1&T2
24962,34929,1450,23374,23558,1101,73429,T1&T2
32629,16541,813,4376,1216,12190,2468,T1&T2
3493,384,692,3015,163,12786,27151,T1&T2
4441,8019,146,7590,311,8176,8566,T1&T2
1278,15680,1167,22531,10235,14930,14397,T1&T2
174,14687,1340,9888,3812,3068,8526,T1&T2
17791,1859,748,5341,1225,13100,53983,T1&T2
3981,18138,958,9953,2596,3310,138,T1&T2
437,10760,872,1529,453,1401,23720,T1&T2
40,42816,1438,23318,22939,15008,329,T1&T2
31,11485,437,10325,16482,403,50105,T1&T2
569,4857,219,6856,4679,146,67202,T1&T2
178,7444,1395,10801,114,14540,181,T1&T2
10089,6777,1258,1185,584,10692,7955,T1&T2
441,1353,1312,6181,415,277,9422,T1&T2
39654,15546,836,11546,6881,7069,51258,T1&T2
9051,2702,282,507,642,505,1879,T1&T2
37366,11905,1408,10695,6948,15457,43479,T1&T2
1282,50838,1197,26872,7974,15728,3414,T1&T2
22946,10639,786,16844,1808,1323,440,T1&T2
14800,1022,384,3183,462,779,7859,T1&T2
25110,6247,368,21989,171,15768,1093,T1&T2
1621,18471,1147,8332,15085,15118,62703,T1&T2
5120,4602,1338,2878,4054,288,15789,T1&T2
17938,16060,1056,18680,1456,14798,2616,T1&T2
253,3643,1157,628,587,5478,15654,T1&T2
312,20999,616,4621,451,1645,121,T1&T2
29407,4213,1100,462,144,14345,20073,T1&T2
12098,13762,1506,18282,6019,15630,34831,T1&T2
410,1119,12,592,1183,3665,66819,T1&T2
31669,20511,1323,15170,4810,439,7783,T1&T2
880,389,906,761,110,732,140,T1&T2
24198,28542,1492,6206,3095,7532,4491,T1&T2
3023,2884,1364,2897,2877,139,51092,T1&T2
163,16033,1246,19386,891,958,2832,T1&T2
14981,13706,1468,8439,6809,10333,61132,T1&T2
27601,5425,383,5864,4542,15588,39110,T1&T2
25416,6134,796,3582,11372,1655,6210,T1&T2
17261,2973,617,13395,367,74,22515,T1&T2
7886,6975,804,25799,1650,15375,51983,T1&T2
2964,2795,357,9889,761,13907,4916,T1&T2
4588,12939,1281,8953,4295,12348,1625,T1&T2
489,251,307,1073,188,9251,54548,T1&T2
18145,32360,1464,4247,3042,14938,25319,T1&T2
1914,19194,1412,6769,19091,204,8409,T1&T2
18388,20249,1485,18396,13429,1316,58807,T1&T2
4998,13291,729,8513,65,4741,255,T1&T2
12101,7474,462,2875,2188,7011,27854,T1&T2
69,677,314,9934,1185,9558,63332,T1&T2
3365,1907,408,4672,38,3153,405,T1&T2
34403,15933,1473,10069,6359,10804,24485,T1&T2
709,6433,277,1991,822,120,108,T1&T2
8455,7574,518,3819,2740,5859,19155,T1&T2
18793,15997,697,1215,1275,6868,30233,T1&T2
1623,13693,799,2308,6590,247,16379,T1&T2
33521,10074,937,25202,1870,7117,123,T1&T2
2646,4572,1071,1844,1590,1587,563,T1&T2
34010,17719,917,17636,3612,15657,416,T1&T2
6005,6029,479,1549,6306,9421,65312,T1&T2
12581,3028,1186,851,712,15506,65318,T1&T2
27882,1371,155,325,1027,5948,68155,T1&T2
19253,50149,569,7042,24177,15288,71277,T1&T2
34242,3398,40,341,164,15767,62016,T1&T2
7629,26072,1355,19051,1147,15481,432,T1&T2
4130,24670,1459,7563,8709,538,3276,T1&T2
2162,27647,1382,5405,3828,14926,13153,T1&T2
1487,6298,599,4096,583,1588,534,T1&T2
34156,3796,204,8101,23,15723,600,T1&T2
159,3673,16,624,291,14092,24211,T1&T2
10397,8826,1227,3997,5829,13101,44903,T1&T2
25612,13361,964,25293,24713,8645,36263,T1&T2
29013,270,48,700,19,10179,336,T1&T2
4257,8344,234,2646,4044,1861,23202,T1&T2
35322,967,824,1527,198,291,36825,T1&T2
98,3355,843,9693,1997,141,7365,T1&T2
24258,40424,1129,27680,644,15792,537,T1&T2
787,11386,658,11097,2220,2294,12278,T1&T2
13564,40929,1519,26736,13964,817,806,T1&T2
4746,4649,699,9461,639,11057,60811,T1&T2
758,2890,663,3336,1133,2342,3074,T1&T2
6925,7961,49,2090,305,15779,721,T1&T2
37797,4319,693,2665,340,525,24275,T1&T2
22655,5521,1303,8695,657,6705,678,T1&T2
8345,1550,1007,9220,160,14900,6797,T1&T2
1310,8599,1304,5678,4556,4324,1752,T1&T2
30052,31344,726,10365,2257,15175,1213,T1&T2
25268,17933,1251,14481,2424,9166,3932,T1&T2
10935,9062,82,1970,4189,3154,3978,T1&T2
36799,17565,1294,11472,1572,13485,48925,T1&T2
79,5604,406,527,1548,1128,1169,T1&T2
1037,11242,1098,3312,8175,14422,71716,T1&T2
5533,21496,1192,8960,7220,1673,849,T1&T2
7482,637,506,3348,514,13664,57378,T1&T2
