H2,CH4,C2H2,C2H4,C2H6,CO,CO2,Status
7896,1633,1043,636,125,67,578,D1
549,1019,575,163,95,128,1585,D1
4320,2670,607,296,149,4712,4506,D1
3627,1856,709,329,94,39,5206,D1
1087,499,1380,495,283,91,504,D1
3657,1548,158,60,279,146,6758,D1
192,232,63,14,258,192,7282,D1
3642,3246,1151,725,101,3336,598,D1
9787,3236,4284,2235,218,1943,407,D1
8032,1836,2071,894,257,4798,4778,D1
5776,958,1549,590,16,44,1345,D1
2557,976,1023,408,399,339,770,D1
7669,2104,1677,747,443,4873,3913,D1
4481,658,171,89,138,4136,4501,D1
5054,2052,1973,727,231,4955,4370,D1
55,74,37,19,158,3969,6168,D1
214,185,1881,767,414,4913,1847,D1
3655,2148,1106,488,238,2978,522,D1
2372,920,1388,549,159,53,4101,D1
718,125,640,278,44,359,1280,D1
2654,1812,2993,1039,99,3367,2103,D1
3993,269,1063,206,487,4005,1320,D1
411,1586,1274,592,364,4867,5078,D1
8845,1926,567,377,329,1326,1518,D1
888,1057,1397,417,80,3142,5138,D1
6416,1889,935,605,343,4767,7593,D1
10087,4096,2726,965,525,92,2638,D1
5721,2125,2395,787,374,2982,3564,D1
5639,1031,1808,666,415,851,2741,D1
9438,5069,1909,752,392,1464,2630,D1
20,34,237,103,135,1061,5010,D1
108,472,1521,674,165,4526,483,D1
6797,1035,2017,831,453,276,515,D1
216,147,761,235,33,116,3968,D1
5563,314,178,115,442,3841,5440,D1
45,857,528,120,112,480,3908,D1
3966,1907,1356,780,344,2888,1567,D1
4926,1589,1362,603,290,3252,3241,D1
1128,102,626,174,90,3119,1217,D1
621,791,1164,501,219,2461,6576,D1
1442,1683,769,338,304,322,7488,D1
487,55,596,322,408,63,4357,D1
4043,1366,2194,1229,422,277,4241,D1
2966,945,756,248,447,595,4579,D1
6568,1701,976,411,195,4877,4779,D1
5236,901,354,119,339,3366,6432,D1
64,237,1751,567,53,2475,4125,D1
8677,4543,1559,807,273,4301,1210,D1
666,135,1117,468,206,541,4609,D1
3656,380,3094,1236,376,2146,4591,D1
8935,1569,1844,670,271,1516,786,D1
2588,483,2495,1120,217,121,1501,D1
7508,391,3554,1702,190,4847,3659,D1
6340,1314,572,327,508,3015,3692,D1
85,673,1582,596,96,4946,4415,D1
7182,2613,7130,3015,499,135,444,D1
2940,1722,1741,792,203,2555,153,D1
9391,4371,846,819,205,3357,2452,D1
5192,2260,557,285,402,4954,5520,D1
363,261,981,263,166,1521,942,D1
1438,126,409,110,372,556,3823,D1
5059,670,1616,659,484,2379,3472,D1
3669,1118,1900,737,418,671,2347,D1
5057,993,1180,345,177,3742,4346,D1
2682,20,1121,308,152,149,1242,D1
632,234,870,199,56,4022,3743,D1
71,1354,1786,768,180,2292,665,D1
2112,169,466,157,478,93,1682,D1
236,358,348,192,229,203,6969,D1
6074,2352,2662,1162,440,4100,1667,D1
2704,530,599,113,243,3304,4268,D1
120,1292,613,280,116,4862,4169,D1
9986,5166,1846,1106,516,4259,2557,D1
7939,822,1650,589,286,2312,1018,D1
2124,1174,949,354,100,124,1338,D1
9463,2062,1137,614,436,514,2161,D1
1731,1832,1671,529,98,103,2020,D1
8796,3050,395,240,345,3897,6906,D1
5792,359,316,67,106,68,1339,D1
926,1064,3228,1133,111,4924,5914,D1
352,344,1012,262,328,254,2276,D1
444,372,1760,692,474,3906,3952,D1
74,42,904,281,297,345,716,D1
122,334,271,133,223,3137,5880,D1
1376,211,1002,293,444,4456,1458,D1
260,757,1162,735,30,1294,1272,D1
6041,801,720,299,182,1454,4272,D1
9653,5070,3224,1355,398,249,1232,D1
3118,552,686,185,103,1263,2437,D1
1229,1445,737,270,187,3326,146,D1
33,155,902,301,409,2099,2865,D1
3137,2403,2179,816,115,2363,2897,D1
838,639,2502,1138,334,2488,2124,D1
7229,1784,1350,502,460,4139,1397,D1
4651,2782,2034,769,192,285,623,D1
6286,1009,2508,854,367,2198,3689,D1
4142,4234,3433,1503,167,1972,2319,D1
9685,3142,1072,561,173,4375,1259,D1
1188,2656,2956,1230,362,237,4335,D1
7926,2175,1412,532,491,805,1963,D1
4516,1818,1260,665,185,648,5014,D1
5496,930,473,127,410,195,476,D1
3352,702,1404,616,268,213,1916,D1
793,1522,543,227,446,424,4607,D1
440,1437,843,412,515,95,650,D1
406,580,819,362,465,1229,3086,D1
3386,1661,2030,1071,76,4668,507,D1
9639,4290,2167,1240,321,605,2108,D1
10044,4583,584,352,299,408,1757,D1
2994,547,206,79,137,2501,1547,D1
392,961,2740,1099,233,4884,1425,D1
8976,792,2148,771,400,1865,3090,D1
9934,4744,600,363,393,304,761,D1
323,860,2144,1050,242,2744,5247,D1
3903,3225,1569,905,406,574,446,D1
3558,3088,64,34,110,4850,5763,D1
6517,2950,1203,555,366,229,207,D1
6800,2011,1437,498,161,1967,1478,D1
2261,274,1567,874,354,212,784,D1
9966,3057,1233,671,288,1419,3109,D1
1614,3445,1513,471,431,2166,587,D1
41,404,1101,332,479,115,612,D1
9545,3909,4204,1812,300,1273,225,D1
8361,2109,2980,999,492,4931,6486,D1
229,2645,725,371,252,492,442,D1
8349,4169,1836,969,260,3937,6020,D1
2678,1549,301,148,221,4811,4057,D1
4306,1393,446,221,332,4823,6627,D1
9707,2157,2443,866,529,4779,158,D1
9843,3478,2398,1171,189,4857,6061,D1
1238,456,550,151,188,2843,2886,D1
25,577,2510,957,105,4858,5258,D1
1720,3916,1720,910,347,4901,1832,D1
9379,1643,3787,1656,380,628,1059,D1
2384,133,966,316,394,267,2205,D1
66,37,353,190,131,33,2449,D1
4924,1372,1279,739,241,74,3181,D1
2249,1188,201,105,264,938,1800,D1
97,635,15,8,66,129,1034,D1
8572,3267,2540,1029,520,2506,2702,D1
9855,3537,3378,1559,463,154,1941,D1
201,52,618,219,29,4882,2752,D1
7595,2881,1022,608,136,4194,7323,D1
1379,589,916,372,176,454,491,D1
7483,1972,2441,1148,314,945,956,D1
1902,707,2193,848,261,4891,7360,D1
1737,141,590,213,183,318,4088,D1
5176,1313,313,122,318,1156,3960,D1
10056,4436,2384,962,416,152,356,D1
614,305,4931,1661,169,4201,1311,D1
21,95,913,196,284,186,4586,D1
5887,849,651,166,126,353,2278,D1
9585,2095,3321,1482,276,3880,410,D1
3758,977,1942,881,407,4945,2182,D1
9979,2269,4095,1823,490,3355,5730,D1
5359,1026,2790,1481,523,82,1767,D1
453,107,665,173,202,4903,1575,D1
92,108,1568,686,194,2668,428,D1
5636,446,2103,917,312,293,3464,D1
8543,1007,2677,1317,389,1641,3782,D1
9594,3833,4409,1676,437,963,818,D1
9011,1837,1732,632,285,3018,1148,D1
1673,311,4072,1365,471,2041,7173,D1
9939,2325,1014,491,323,42,2305,D1
1150,377,96,57,427,225,1454,D1
136,41,156,54,63,3228,5938,D1
4729,1951,942,440,433,244,1580,D1
8064,3890,109,77,198,160,2748,D1
7762,1450,3025,932,213,1245,425,D1
6601,3110,2160,817,353,1894,583,D1
6994,3174,3335,1452,282,690,3382,D1
7557,1003,2632,1434,248,348,903,D1
7040,76,2002,840,254,1340,1528,D1
73,778,145,55,470,344,4141,D1
374,546,951,326,67,4721,1550,D1
1418,788,449,180,363,4196,1736,D1
7881,2118,1663,565,122,1927,4102,D1
7787,1335,4104,1450,480,4352,1353,D1
9364,3490,1804,709,130,1008,4449,D1
282,9,1636,449,426,3156,2530,D1
7234,623,2487,1057,109,681,4752,D1
1170,960,211,61,277,1380,5712,D1
16,828,1554,494,222,3319,3064,D1
1549,416,721,300,469,3229,4981,D1
1441,224,2106,646,311,1447,851,D1
9524,1851,2131,824,235,892,2537,D1
131,419,1402,682,356,4739,3919,D1
9857,1454,2446,759,351,2094,2119,D1
6084,2086,1458,691,441,4705,3034,D1
135,85,1675,543,417,527,2908,D1
1470,1956,373,170,308,4438,3490,D1
1177,367,418,154,129,43,365,D1
3322,1075,1112,414,497,4326,1523,D1
224,61,906,522,145,3978,1840,D1
6729,2065,1614,618,411,1253,2716,D1
9804,3188,3898,2025,506,4590,2838,D1
8037,2545,4262,1422,475,54,2251,D1
5890,1443,6782,2736,369,4898,2430,D1
9860,2121,2600,1405,521,3809,1556,D1
4641,1269,2296,880,495,1549,3809,D1
861,1277,1034,366,324,80,3423,D1
515,66,1133,424,384,2159,6664,D1
9671,3510,3109,1364,168,4822,2281,D1
593,1339,2679,1115,368,3552,6177,D1
4133,2143,1933,967,494,1145,213,D1
9154,3417,1156,546,293,4937,5789,D1
10063,4085,2317,1083,330,327,298,D1
9738,986,2858,1245,513,1059,1795,D1
3496,651,581,209,485,3715,1604,D1
128,6,110,42,234,4510,5038,D1
865,826,3401,1126,287,691,3443,D1
7861,2523,767,457,397,4720,2448,D1
9039,1727,3622,1791,454,482,288,D1
250,2982,1601,726,524,2114,1082,D1
1534,1382,986,611,373,3777,1093,D1
6939,1264,554,253,172,393,940,D1
736,2582,2230,1267,84,586,353,D1
219,1100,1854,950,140,150,1437,D1
9634,4155,433,226,501,4173,2628,D1
691,1341,760,289,401,73,2618,D1
1328,2300,2739,1248,493,4727,1415,D1
2264,331,71,32,336,62,3065,D1
5456,527,470,256,294,3180,3511,D1
44,241,1433,562,119,1597,5917,D1
19,154,411,59,181,98,532,D1
6857,2991,2422,975,387,1463,1820,D1
1808,1343,310,135,342,1874,3714,D1
2836,729,661,358,160,76,334,D1
3833,581,1974,613,514,41,5361,D1
9048,1546,4616,2154,154,4279,2272,D1
1810,954,660,210,204,3066,6320,D1
3169,1069,2406,1045,121,4564,6417,D1
8108,4294,2452,776,461,502,1489,D1
9005,2965,548,328,215,1821,5394,D1
7197,450,1644,822,337,4060,2625,D1
3862,1417,2089,811,199,737,1214,D1
6308,1360,785,274,459,4775,3963,D1
566,110,1615,477,306,2599,3630,D1
9994,1892,2657,1181,386,970,5509,D1
5292,2807,307,155,419,539,1940,D1
3616,1214,962,297,146,4836,6607,D1
9320,3616,1318,778,292,469,1975,D1
6428,3056,635,427,269,3788,4820,D1
7710,3029,1323,710,148,741,4078,D1
61,1183,1632,633,450,158,3263,D1
3387,1068,1478,850,153,4017,181,D1
8891,1042,1471,510,319,2481,6338,D1
2420,1333,2397,973,174,2600,6673,D1
52,8,2265,798,124,131,1141,D1
8748,2731,2263,858,502,889,4924,D1
709,24,530,236,383,655,6070,D1
379,734,2303,1076,303,3033,1372,D1
1635,636,2917,828,295,4895,2351,D1
6178,1527,1258,409,378,380,1657,D1
7660,1039,3471,1596,507,3606,3850,D1
9854,3238,1947,935,482,3773,3115,D1
3003,496,2066,799,118,2894,2888,D1
112,1089,927,331,458,711,3734,D1
3955,340,1537,537,518,3256,6910,D1
657,855,805,259,360,2994,6847,D1
5051,573,729,294,301,1046,5846,D1
9793,4633,3531,1847,210,3419,702,D1
2478,2469,2642,1154,315,127,375,D1
9390,1392,2639,989,352,735,5900,D1
9369,3882,4308,2106,481,3057,4412,D1
873,167,498,197,298,126,5291,D1
9339,1151,2582,1199,379,4600,7160,D1
5390,1859,1826,717,280,2096,409,D1
3828,1723,1777,716,489,960,1579,D1
6575,1942,1097,381,186,404,1745,D1
9853,4898,2461,1061,385,2867,1406,D1
6737,2528,619,422,224,4545,1760,D1
1423,1006,227,88,462,217,4348,D1
6391,1404,3384,1533,467,4907,2473,D1
7590,2980,2602,1330,496,464,3875,D1
8249,840,2986,1375,504,730,1467,D1
68,1295,1557,610,250,4393,2007,D1
9758,2921,1528,629,390,1054,7568,D1
54,164,1910,827,281,2238,1306,D1
7606,3744,487,237,464,34,3544,D1
9736,4438,4182,1962,348,1247,1115,D1
8241,3252,535,441,371,147,3787,D1
4561,1198,1124,330,413,4910,3394,D1
7382,1132,2271,1363,483,4243,2187,D1
1554,804,1125,751,335,317,1639,D1
7427,1365,2719,1399,310,685,458,D1
6268,100,3594,1480,327,86,1027,D1
5219,545,3873,2192,289,3048,2327,D1
5091,2326,3275,1504,274,420,902,D1
6098,3690,4037,2539,456,4828,2411,D1
3396,4229,989,626,466,132,6518,D1
7407,180,1239,536,196,4556,2696,D1
9946,2956,5002,1965,451,1951,1676,D1
