H2,CH4,C2H2,C2H4,C2H6,CO,CO2,Status
3364,1641,8098,1092,473,2569,10039,D2
7595,811,3091,4254,245,1133,1767,D2
10483,3224,16119,4428,285,906,638,D2
6726,298,272,251,9,597,113,D2
9719,3926,21339,8360,836,1606,3280,D2
775,130,83,206,17,316,5402,D2
3807,2410,14137,4272,516,3704,3996,D2
376,269,2868,4112,53,586,9280,D2
1889,417,674,693,48,79,2177,D2
16514,2601,4985,9901,658,888,7415,D2
20000,7707,30759,18125,1363,4160,4512,D2
2269,859,1128,625,74,291,2244,D2
748,777,1365,3465,260,241,1369,D2
11321,2834,10887,7666,447,1916,211,D2
11177,1179,4577,5964,253,886,3047,D2
7362,1463,4354,2339,271,119,396,D2
721,864,2540,1055,175,97,261,D2
6012,806,2185,1320,324,1803,5134,D2
3141,564,3768,136,28,392,5024,D2
1160,700,2962,3221,197,1549,1248,D2
1387,143,751,96,22,302,6818,D2
2216,792,2694,1581,94,11,97,D2
9721,1863,8584,3790,526,990,2686,D2
5279,371,1796,892,137,357,4195,D2
2463,821,3323,412,193,1841,11797,D2
13776,1138,2338,6128,414,1213,1493,D2
5607,3073,17277,10542,713,3645,10266,D2
4189,3189,11340,6275,246,1321,2685,D2
690,1157,4989,2354,207,2642,1107,D2
2736,1646,7761,3108,422,1913,1742,D2
12887,515,1352,2258,119,3135,8787,D2
2584,938,5753,5560,161,1039,2475,D2
5139,1198,4333,4625,164,1631,8502,D2
12976,1389,3458,10282,453,2821,12628,D2
2718,503,3264,3374,165,2191,8042,D2
4430,1222,3852,11063,472,2052,7076,D2
4252,2791,13294,5529,309,218,577,D2
2691,535,1159,484,103,755,1885,D2
1798,2837,9556,3612,187,1249,1134,D2
2065,1442,2896,7561,205,383,569,D2
4489,2607,13131,10172,651,881,8615,D2
3578,513,2876,4146,179,1537,1685,D2
160,173,401,306,13,250,2555,D2
11892,2907,11671,4073,364,21,1185,D2
35,111,285,24,7,1796,8949,D2
4665,877,3027,1364,63,1217,4644,D2
3960,602,4186,1884,257,205,3608,D2
4742,1456,1523,2524,255,4938,2145,D2
150,33,149,241,41,941,2987,D2
7763,1186,3659,893,144,2457,5455,D2
2836,1071,8283,670,71,335,962,D2
889,466,510,3684,138,1478,2839,D2
4557,401,1509,1172,24,286,1282,D2
2648,813,3940,1178,162,389,2309,D2
12512,1971,7154,2803,106,207,130,D2
9284,5730,29402,11279,799,1201,3553,D2
1297,911,3035,1546,76,374,2647,D2
2208,928,2286,2664,201,1552,5662,D2
6360,2580,7594,5932,580,1346,11573,D2
9573,1483,4628,2264,312,5352,14420,D2
409,1259,4525,2863,192,395,952,D2
1649,868,7227,3362,475,4454,17209,D2
5019,2708,8275,2958,676,2545,5020,D2
7305,1137,4890,7133,455,2270,5429,D2
8448,1751,5847,8270,373,1476,157,D2
872,114,1037,1010,16,1176,3782,D2
8613,1960,7471,4091,298,3223,1122,D2
3502,1256,5208,2009,154,368,2812,D2
4691,2528,6978,4668,534,2231,3263,D2
6128,767,3844,1887,81,2250,5400,D2
10764,3710,8249,4670,758,6272,5285,D2
7488,3231,10127,9895,454,5195,2078,D2
5997,3301,14668,8668,574,1391,2780,D2
18185,3618,15059,7569,694,2148,5500,D2
7325,1446,8178,2956,80,15,89,D2
3901,1046,5402,2747,297,749,2990,D2
1981,833,3283,2146,82,84,3121,D2
8055,1666,7975,4139,233,257,293,D2
8379,2379,9378,4119,469,242,1260,D2
206,244,716,75,26,980,7373,D2
15989,4564,17486,6316,954,2372,8911,D2
2366,34,140,935,33,3226,8386,D2
75,272,171,149,12,47,598,D2
2273,1661,15765,7909,244,169,2142,D2
4799,566,1526,2026,102,1181,2277,D2
5096,1567,7006,2346,413,3451,1698,D2
350,358,3941,1251,146,1719,5942,D2
6778,2348,13869,2414,251,1994,444,D2
4117,1097,4394,7788,221,186,2608,D2
1703,473,2835,1284,61,1059,286,D2
6901,1910,6409,4479,505,1136,6339,D2
2962,1231,4206,2627,289,1021,4370,D2
1392,2196,10631,8575,802,1828,7468,D2
4431,2697,15729,3796,854,5986,3979,D2
1942,322,1379,888,59,482,4266,D2
373,149,404,2612,47,1519,8487,D2
1737,1149,3073,1578,115,3387,4502,D2
4187,1798,12377,12350,438,379,4440,D2
794,296,885,544,264,5262,16156,D2
3838,947,2988,3900,204,216,1917,D2
1760,255,431,1428,73,32,798,D2
408,399,1397,144,29,2398,7542,D2
16033,4518,16612,6998,557,1064,505,D2
7799,5129,29914,9011,1160,3784,8822,D2
1351,1171,4346,1379,173,1088,8059,D2
7578,1588,5152,2127,476,3850,9241,D2
5109,1361,7446,2328,527,334,3415,D2
69,43,52,35,20,962,4364,D2
13884,1823,11601,3091,313,1577,1144,D2
4065,619,3293,1785,169,780,3392,D2
1700,184,362,632,32,1901,3645,D2
4880,1158,2175,2330,254,2963,4257,D2
8838,1687,5076,5025,430,840,5866,D2
10443,1323,6954,1872,307,174,8467,D2
6605,2344,8629,1824,480,3873,12155,D2
10559,7296,27842,8150,945,1960,314,D2
501,1100,1717,1250,209,975,3425,D2
6298,3167,11647,2635,263,5752,795,D2
2805,379,1827,3234,56,449,7932,D2
8706,1307,6585,5118,294,3464,1349,D2
14926,3674,22469,18159,496,4826,9281,D2
10732,3471,23530,11625,806,5009,4629,D2
5370,3861,17999,6397,618,4386,5014,D2
1418,150,861,1912,95,1677,14606,D2
8053,1743,9454,3047,586,3995,16595,D2
7308,658,3026,2621,130,3382,3042,D2
6554,1683,11092,5839,339,393,1305,D2
10987,2165,6762,8957,279,1833,602,D2
12433,2211,12673,8324,797,882,2356,D2
12033,3740,8147,5081,706,1389,8261,D2
8662,2352,8369,4968,143,93,679,D2
453,221,963,2037,54,621,4051,D2
6886,4045,15773,6119,268,976,159,D2
2820,1565,9317,5999,731,1274,6824,D2
10086,1415,5508,7017,315,2631,3221,D2
1866,1792,10609,2806,148,754,402,D2
2047,957,4134,758,166,1272,1412,D2
6066,1809,5193,1726,218,1607,2914,D2
9064,1808,2884,3833,308,948,325,D2
2630,885,3024,1090,85,27,1473,D2
13333,573,3140,8407,252,1856,5690,D2
15051,2821,13215,9034,558,1477,7873,D2
5998,452,3047,573,156,4565,9690,D2
848,791,1412,1267,133,1271,1843,D2
6646,2598,9072,5592,595,1085,1925,D2
17497,3388,17270,9023,600,2391,2189,D2
5299,2139,8985,5548,293,3141,6173,D2
6878,3184,13487,7053,687,843,1094,D2
5027,889,2969,12004,147,1382,2254,D2
1231,1144,4427,1321,132,215,290,D2
12816,3697,21298,11913,468,647,1006,D2
5055,3703,10123,9511,485,1580,7459,D2
1397,1250,4550,1599,278,3409,7035,D2
907,288,448,673,109,160,298,D2
4809,4268,14704,13148,585,1188,4521,D2
5704,2848,8846,4487,266,233,148,D2
7827,3645,9665,8274,1071,3404,9012,D2
4843,807,1890,655,66,12,557,D2
15018,1493,7646,14080,763,1812,13378,D2
8583,5012,35291,16100,764,4973,5551,D2
3404,416,1537,1753,321,4435,3841,D2
116,711,2324,1355,262,862,2719,D2
4314,926,4650,7389,417,2355,3421,D2
5816,1163,4334,567,256,272,2739,D2
8507,660,2639,2439,214,1381,5999,D2
13273,1892,7678,6729,627,1747,7089,D2
3426,1009,4077,772,79,977,1501,D2
6362,1532,3652,980,178,965,1348,D2
16987,4111,16586,9457,826,1786,2261,D2
3500,2977,5438,3057,235,185,911,D2
4306,1152,1857,1422,118,130,153,D2
3189,1125,4022,1670,497,1823,3851,D2
5625,1830,7912,2725,319,3215,5949,D2
1565,330,1298,1704,265,4366,19521,D2
2408,1978,11733,1312,228,1076,9963,D2
4586,1092,4968,1432,203,513,4339,D2
13714,3867,16791,7542,599,1234,4098,D2
391,697,2105,1709,90,4441,9651,D2
9233,1296,2869,4149,387,3916,10804,D2
9695,5788,24003,9946,907,1910,6710,D2
11264,2431,10946,7793,704,4269,9981,D2
4952,1847,10229,9994,363,1191,5599,D2
3022,567,1265,3840,168,297,269,D2
3533,945,6640,6209,250,1154,8455,D2
600,1148,3178,1255,97,1027,425,D2
3779,638,2546,566,199,4275,10436,D2
5337,2107,6939,11304,226,1802,1736,D2
3992,461,545,644,75,2854,9747,D2
513,202,914,611,105,2757,15294,D2
1984,546,2050,1017,45,2657,1380,D2
12280,4350,14608,8539,678,3362,4695,D2
12923,3381,16917,3346,1192,3055,4561,D2
3412,1763,7499,2424,282,2175,4233,D2
4659,1506,4630,4814,171,1073,2490,D2
10786,2805,7888,13097,801,4904,6526,D2
5834,914,3541,4775,185,2083,1448,D2
485,54,1077,1263,113,2084,4548,D2
5853,4895,20100,5720,490,409,527,D2
6187,1226,2276,377,92,22,1259,D2
570,604,3417,1122,46,211,99,D2
10697,1604,5428,787,110,4148,5802,D2
2339,344,1139,2342,280,1138,2369,D2
553,561,1998,368,186,793,4977,D2
1364,198,840,99,51,620,3098,D2
7289,824,3246,260,196,2269,3985,D2
3466,842,2649,2031,127,24,335,D2
3327,676,2655,2122,300,2890,3599,D2
12515,4032,13229,6853,378,4611,4736,D2
7648,2619,12574,3236,499,1947,3634,D2
8200,1615,4004,3082,376,5248,3156,D2
9903,1002,844,922,174,1474,2093,D2
12156,4565,19365,12883,1228,2895,5276,D2
17765,4072,21079,10973,403,1134,1069,D2
6636,1944,12463,8647,589,2238,8017,D2
13141,3283,9858,8177,484,1447,554,D2
2966,1381,4794,4552,377,2448,5042,D2
2052,1274,5655,3875,215,418,1001,D2
13718,1241,3801,2903,392,1662,3297,D2
717,1527,7280,6813,432,1392,4155,D2
102,1039,4443,1114,37,553,2085,D2
2746,3634,12122,4275,616,7160,10894,D2
9565,4094,17019,5819,374,1229,666,D2
18330,5468,24171,12486,1201,2713,4511,D2
7005,1374,9226,2274,287,1614,5863,D2
3229,2476,8720,1249,348,2751,8317,D2
11829,2122,5944,3411,292,1449,525,D2
9480,4193,15645,13921,822,942,3077,D2
2043,838,3069,2485,181,2027,801,D2
11172,4367,8573,11517,507,170,489,D2
11646,749,1720,2484,167,66,3823,D2
4340,2751,6631,5008,555,1548,5558,D2
6894,1961,7993,4677,559,4168,4395,D2
10413,2923,14934,7624,613,617,1401,D2
15157,4138,7003,5110,837,8690,9262,D2
13977,5950,28343,16616,934,3475,1769,D2
428,490,3473,223,157,3039,2193,D2
8743,1694,4305,3324,384,1167,221,D2
12857,2737,10278,9019,771,1308,2094,D2
486,299,3298,125,49,29,580,D2
16350,887,8107,3695,261,1680,2984,D2
9602,2297,6773,2382,426,2029,2665,D2
7700,3015,6670,3658,338,1270,1344,D2
12429,3748,15002,12646,866,6069,11076,D2
4570,1203,7401,7980,189,109,3583,D2
5060,4354,20509,4084,593,1869,3819,D2
2982,1707,7189,5902,550,2715,13054,D2
1161,746,4188,2878,240,369,323,D2
2290,3242,10450,5579,234,1568,1057,D2
726,225,251,38,107,312,2260,D2
5599,495,1651,1775,275,41,2345,D2
3955,1854,5571,4357,248,1257,848,D2
6818,1441,7791,2995,190,143,387,D2
10354,6162,39477,18506,1084,3353,6875,D2
18303,2646,10811,8664,581,2776,8113,D2
4922,1583,6956,8272,124,234,1109,D2
2251,1948,13143,5059,375,134,431,D2
8884,903,6597,2302,272,595,5725,D2
5761,997,1741,5629,428,805,770,D2
17841,2910,12637,13779,944,2422,2237,D2
12449,1569,7753,10372,780,3208,1707,D2
1087,443,1057,6189,323,700,11463,D2
5793,6530,22826,16164,1041,5053,6206,D2
2104,2362,8200,11153,444,2255,3104,D2
2068,1546,7765,4748,510,2703,2392,D2
12374,1822,5698,6145,465,1092,811,D2
6553,3100,11093,3299,401,4972,8437,D2
1156,554,2213,1412,116,1668,5734,D2
1836,1601,3398,4188,441,2138,3188,D2
19544,2214,6525,12429,679,2795,4788,D2
8945,2357,5898,2737,445,5878,8876,D2
11590,4335,18986,11660,760,2203,4000,D2
8610,2591,9844,4857,520,1604,2932,D2
308,286,2224,3087,320,1009,9968,D2
4140,112,806,85,96,5231,16285,D2
6509,1856,7755,378,114,132,111,D2
8770,2374,6856,7581,515,1667,4726,D2
1462,843,2296,3518,200,36,4236,D2
2547,721,3208,5956,421,3247,12775,D2
8043,800,4097,2926,458,436,4593,D2
1494,263,920,521,129,2228,18864,D2
950,215,1438,2695,122,728,4305,D2
2119,812,5078,7320,188,344,134,D2
6651,2936,9946,8077,304,3196,10977,D2
4056,1517,8302,1208,219,2336,7627,D2
5200,971,3160,1523,180,1400,3694,D2
7998,3765,16620,5402,544,152,1975,D2
2603,1462,7081,10566,479,402,11064,D2
13394,2810,5974,1717,206,649,961,D2
2048,597,2236,1921,237,271,1337,D2
9594,3497,10848,6772,335,5523,1845,D2
13447,2647,11250,5003,448,5474,2348,D2
14800,2468,5016,6370,878,4645,12767,D2
12588,5569,25178,19976,1487,5719,6426,D2
10227,3734,11835,14359,927,5896,8985,D2
5963,3195,16877,3307,657,1450,2533,D2
3737,1340,3951,1006,367,1307,1468,D2
17192,6607,44521,20513,1578,1843,16153,D2
4003,1591,5695,5990,460,806,10945,D2
812,850,1854,4585,325,606,2629,D2
5920,2370,9065,4461,502,4303,2929,D2
12183,2854,12179,9619,813,2823,8446,D2
5003,1236,7055,2440,318,3339,8282,D2
8181,4676,18000,14903,1225,4186,11470,D2
17903,5734,25033,10195,1303,2152,11044,D2
5338,1744,7769,4635,331,2140,7158,D2
5815,555,4061,9706,400,2194,11747,D2
3199,2199,12236,10298,556,702,1487,D2
8793,5537,23320,7764,675,1431,503,D2
11028,3855,20661,10793,978,396,3323,D2
13730,4218,17714,2119,439,785,420,D2
12740,1263,4331,2568,230,1412,4432,D2
17717,2385,12022,15328,821,1535,12492,D2
2614,218,1050,3284,288,543,3173,D2
7673,1400,4626,1359,342,2079,15369,D2
9858,2308,9861,7882,391,1914,2605,D2
18826,2804,16242,2179,549,4915,6991,D2
7541,1511,6765,4129,334,3852,5292,D2
9217,2065,4224,5432,751,3591,5969,D2
8727,1896,7351,2681,379,1205,3870,D2
5508,1418,7812,4682,561,319,488,D2
9299,1938,7994,1513,405,581,249,D2
5646,1933,6748,2460,311,1694,726,D2
2158,1355,4255,3494,327,1424,6938,D2
7476,1914,8220,2287,508,4933,5760,D2
3772,1056,7927,6123,517,2076,10818,D2
9184,1882,2037,7095,241,5379,4920,D2
4281,582,1182,5619,170,1840,1293,D2
4301,1976,2678,2547,365,2137,825,D2
11218,3789,8563,14576,842,3068,7263,D2
12381,1713,7329,4989,451,4258,5449,D2
11228,1098,3709,5991,372,7634,13445,D2
1654,1116,5569,5818,232,3496,7296,D2
12053,1334,3631,1867,487,1810,302,D2
11882,4997,25502,12875,1008,867,5878,D2
6642,2279,8748,8507,470,407,4917,D2
3260,712,2325,3657,459,6066,11584,D2
11122,3835,13489,12374,812,711,739,D2
11810,4595,15918,13143,1290,2496,4161,D2
6381,1301,4584,6883,273,1000,1779,D2
3762,3986,21547,3587,567,80,1053,D2
7091,2772,7010,10518,789,3509,14929,D2
6754,3911,13107,8141,542,3402,680,D2
4278,3087,12870,3159,604,2781,2559,D2
7951,4264,19346,6232,630,2607,395,D2
3476,778,1883,4013,310,1563,7708,D2
10898,1473,4053,3533,705,2172,12061,D2
2395,642,1650,1401,227,96,1891,D2
14806,2154,8334,2082,281,574,1274,D2
11035,1866,9515,7371,639,1006,3918,D2
2538,2450,5865,6108,381,2807,10253,D2
9012,2127,11878,4388,500,1041,4149,D2
6611,2782,13949,14573,747,1049,2336,D2
6843,3034,11985,9333,383,1832,5733,D2
14013,4974,19545,7409,832,2164,4299,D2
231,252,290,20,43,1111,9636,D2
2421,905,3114,588,217,708,5453,D2
285,1034,4768,839,213,2122,6184,D2
8340,3052,12372,6045,843,6215,17505,D2
6547,1795,7337,3044,267,192,2565,D2
6370,2855,12930,2862,411,267,861,D2
11963,906,9164,3720,346,1512,4855,D2
4533,1336,3017,1204,286,4568,9418,D2
6900,1756,6137,2850,225,826,2690,D2
7705,3366,22702,18200,683,28,246,D2
15034,3151,13991,7956,852,2406,5361,D2
5924,4455,10725,5773,360,281,351,D2
13057,2916,9473,4554,971,2313,9330,D2
1660,1035,6013,3803,274,135,4656,D2
3431,740,4703,1756,120,747,676,D2
1325,1471,5552,3935,583,2353,12840,D2
5802,1518,5052,11242,638,3662,12228,D2
14001,3533,7173,2726,492,533,674,D2
6374,1191,3231,2136,136,546,2484,D2
12975,3297,13710,8780,992,2738,9173,D2
4025,718,4021,4108,435,921,5791,D2
5140,2399,13745,4040,514,2649,13123,D2
1666,1656,5399,4134,350,3020,7071,D2
5430,752,3906,4271,283,212,3744,D2
5546,3505,17704,12105,531,577,898,D2
2170,2120,10580,5641,607,510,1422,D2
6003,3054,16926,9606,341,2068,91,D2
2101,635,4402,1706,463,1207,16396,D2
6440,2190,9602,12526,572,1713,4619,D2
13582,3144,13176,4154,399,660,1395,D2
10610,1229,8483,1124,210,56,273,D2
5479,3513,10647,5493,380,2340,169,D2
12177,5999,31250,12186,1099,3085,1250,D2
18400,10260,46707,18685,1826,6488,2448,D2
13831,2034,6236,8610,685,7304,13653,D2
8398,1741,7445,4475,735,504,6240,D2
16332,4715,14214,9594,882,815,103,D2
9124,4590,22416,13821,1272,3961,5265,D2
6401,3580,16660,7074,1003,4562,3884,D2
1658,2094,6130,12298,695,6389,3407,D2
10314,1834,8006,6150,305,686,1298,D2
4330,2632,10218,12197,648,2790,3541,D2
1570,817,3520,973,208,385,5378,D2
6887,2677,16578,8643,358,2975,433,D2
3526,1917,5833,4499,540,1773,2965,D2
17303,2440,7479,7701,977,3565,5259,D2
4309,2256,7829,4628,349,429,1568,D2
3451,439,1746,210,238,2049,5742,D2
9614,2392,9452,10048,594,1437,1989,D2
6918,493,2856,1518,296,2001,14251,D2
15047,2809,8348,9694,745,2778,9355,D2
13183,1123,6281,2576,362,3666,8662,D2
14133,2495,8619,4734,804,4444,8767,D2
9812,4876,22840,9250,1014,558,232,D2
5814,1902,11253,7127,577,622,4603,D2
5633,627,3671,2504,509,2745,5287,D2
9619,1648,3915,1675,121,300,725,D2
6415,2550,9192,7996,452,3277,5687,D2
16897,4572,14009,6546,877,3165,1701,D2
2667,1706,2420,4085,177,3349,4785,D2
758,630,1011,1507,104,263,102,D2
4848,1393,6586,1435,303,210,3715,D2
3358,1057,775,2057,239,944,1025,D2
3625,2419,6039,902,259,193,732,D2
19262,2513,7232,16387,1130,3072,9121,D2
11479,3873,12396,7459,766,1924,1372,D2
9546,3850,14343,8027,796,2364,552,D2
13937,2124,9610,3630,483,4415,2631,D2
1830,2310,6692,4825,554,4109,7720,D2
6347,2638,9293,1804,640,2920,4748,D2
8817,1407,11590,11520,389,2962,5794,D2
17189,3718,16163,7225,935,2483,6922,D2
13453,1248,4272,6842,481,3680,9546,D2
6478,1738,3733,9254,385,2419,8728,D2
9277,1317,3277,1820,191,827,617,D2
9530,2596,6175,9507,815,1627,1612,D2
9840,2739,13172,6771,340,5666,2025,D2
3113,491,3084,1695,336,2638,6209,D2
3754,5966,23152,13590,1143,1600,6686,D2
4527,2768,6820,4363,608,1194,3653,D2
9165,668,3696,2688,223,664,3007,D2
7344,1551,5690,6271,666,2839,11021,D2
5659,1230,12367,8710,1000,1225,7863,D2
12266,1548,4487,6124,361,1732,4639,D2
16144,4061,19589,13445,988,6699,11457,D2
11298,1985,6606,9746,563,1324,7848,D2
6041,1153,4956,1567,402,4796,1765,D2
7065,2133,6478,1969,328,1948,3944,D2
4407,907,7958,3069,183,1222,2411,D2
14536,3607,14506,17424,721,2617,4657,D2
4676,2593,7747,7323,673,3557,4530,D2
4972,4068,13635,3340,605,1420,4483,D2
10770,1991,4636,6985,412,2209,4083,D2
14996,6487,27020,17165,1108,2469,10659,D2
13194,4363,20124,10977,670,1684,1138,D2
1688,2070,8810,3467,302,961,1847,D2
14917,4795,18345,11164,1169,7106,17346,D2
18710,4503,17329,6048,619,4210,1676,D2
9831,1936,10492,7535,504,2595,5819,D2
16244,4469,16990,11127,790,1299,131,D2
2173,469,1600,292,158,865,1166,D2
202,287,472,398,112,1202,1103,D2
7180,1672,6201,4796,456,913,4926,D2
10926,2459,11072,3380,345,4162,9502,D2
10389,4767,25727,18966,1007,5759,8444,D2
2455,1708,10283,1741,409,1375,3318,D2
1644,1040,3093,2591,184,2078,4308,D2
18236,3472,10830,2413,719,4858,2550,D2
7465,4716,22789,1946,415,1779,1515,D2
12103,4038,21711,7564,715,1212,892,D2
1592,588,2323,2588,242,2750,4167,D2
12052,3354,14022,9592,569,1626,1462,D2
7310,1629,4876,2869,535,3634,6494,D2
8473,4580,16013,5822,466,695,296,D2
10259,4055,8253,7918,482,366,474,D2
4015,661,3274,4555,359,2452,8331,D2
4054,1870,7951,3895,748,3060,3210,D2
6047,3255,10173,4767,778,1374,1173,D2
2404,708,6766,4779,276,1762,5180,D2
9922,2957,16096,6899,615,3863,2997,D2
10377,3369,20323,7936,654,4066,10625,D2
15438,3164,13734,12710,491,188,3122,D2
12317,3522,10869,3933,677,887,509,D2
8366,1487,6053,8423,397,1338,8381,D2
8739,2701,9734,8746,665,5702,8383,D2
14634,3252,17557,8889,828,1908,1895,D2
811,507,6628,2809,366,88,4094,D2
11260,1698,3909,4280,552,5560,18735,D2
6555,1376,4325,5228,1020,2691,13876,D2
2943,1964,10161,3992,427,1079,693,D2
8689,2014,6304,6305,344,2679,1158,D2
7491,2728,10404,8319,783,3506,15663,D2
14303,5279,16024,3416,875,795,1041,D2
9671,1776,7327,8942,521,128,1846,D2
10180,2487,9228,9184,591,3427,3650,D2
15632,3103,12188,5903,493,1999,6724,D2
11964,5019,26495,9644,523,342,2300,D2
4215,1970,10407,5412,407,3095,3114,D2
8836,5189,26403,15499,951,3902,11580,D2
10210,1488,3964,2206,726,1784,8070,D2
15006,2268,5934,7821,733,3678,4879,D2
2782,735,1363,1166,194,2303,5148,D2
6564,411,1156,1985,182,1652,5354,D2
4360,982,3421,7721,290,386,1100,D2
985,1539,8474,355,202,2047,4606,D2
18484,2951,8539,8653,896,2945,4231,D2
13375,2054,13399,15212,611,3391,10345,D2
12276,5507,20260,8182,1153,2922,9157,D2
18394,5325,19392,10967,984,183,432,D2
8612,3956,13797,6030,1049,1708,7235,D2
