H2,CH4,C2H2,C2H4,C2H6,CO,CO2,Status
3091,19773,1734,26979,30357,926,9481,T3
278,4382,1183,7177,7991,532,648,T3
16,17475,1340,32924,21564,24,318,T3
6598,11601,470,19234,35099,1602,1340,T3
758,2446,175,2828,51,828,14700,T3
5080,27271,1658,42068,4151,305,16275,T3
6644,22427,1342,28493,17749,437,11053,T3
3415,21431,147,26058,19522,213,15471,T3
649,21932,472,48607,25841,332,26,T3
1652,19162,2592,36280,10292,86,310,T3
4417,25221,4833,53954,57718,117,35,T3
1251,16417,907,26722,13062,28,159,T3
424,2783,398,6604,6203,335,732,T3
6998,16115,2707,26948,36839,45,767,T3
6473,13565,1957,13625,1675,1199,47367,T3
346,5281,42,8704,5267,438,1998,T3
4077,22359,248,30477,1655,285,27776,T3
8632,4562,438,5734,2300,540,16446,T3
4994,21816,7838,31518,29163,66,10625,T3
4608,11077,85,13958,8120,293,1672,T3
105,887,61,1622,66,51,1299,T3
3377,7492,6685,9166,3785,2932,35904,T3
505,14668,523,27138,2443,287,512,T3
309,3934,1153,6557,104,266,9545,T3
1653,4466,456,4863,384,1616,19318,T3
73,1569,1484,2309,1217,512,6016,T3
8606,5330,3659,5484,387,1236,37570,T3
1654,22555,387,41334,7385,188,297,T3
132,2468,3177,5339,6471,449,362,T3
1202,6344,616,7535,268,1617,14617,T3
25,219,788,362,190,73,12859,T3
3987,511,3051,684,111,400,4130,T3
7509,32556,4531,56573,46643,1986,2247,T3
682,11869,294,12609,182,862,17225,T3
3152,4294,54,7988,8949,44,667,T3
1081,3949,198,6474,176,1050,1070,T3
1593,14161,272,20722,32357,194,1732,T3
1330,4169,587,6294,21,327,7073,T3
733,6736,707,8520,3825,412,7344,T3
2532,3275,43,3648,2591,298,3263,T3
125,800,9,1123,107,552,1279,T3
8233,43976,6601,63766,22448,581,45512,T3
858,5769,728,8700,691,199,6005,T3
3301,5363,284,5224,1488,140,27562,T3
1670,29483,914,46845,53038,145,10297,T3
1923,24708,1560,40879,1714,282,2761,T3
345,7844,167,5931,929,176,42976,T3
483,5618,45,8565,309,49,100,T3
1152,9071,1600,12945,2702,462,7919,T3
817,22647,330,40027,5336,224,168,T3
7172,2433,1689,2250,17479,601,12193,T3
307,724,755,1572,2183,430,1978,T3
11494,53427,7565,88609,72128,1293,63732,T3
9656,46418,84,78484,29368,252,6316,T3
7173,29306,2726,40243,20213,368,22630,T3
2731,2746,195,3558,9177,1336,17670,T3
7924,21249,6281,30394,8605,716,14588,T3
9724,9850,394,6306,998,1620,56199,T3
4906,42036,4295,72774,50328,1072,5319,T3
4624,19887,178,27497,24212,1968,10246,T3
8919,810,273,816,8143,598,1647,T3
963,2903,2921,4374,439,360,6404,T3
6325,10285,551,10458,2240,2318,24920,T3
4054,11774,2719,14127,13189,1567,26576,T3
6308,12083,5101,10406,641,317,29678,T3
1749,8751,104,14924,5706,472,597,T3
2969,30761,18,42855,30150,325,7259,T3
4389,34403,27,43098,4773,1248,25030,T3
11074,49325,6364,82147,20701,831,10445,T3
2066,18069,3415,29762,35354,256,4076,T3
4841,22047,3836,28631,45442,15,14264,T3
3006,5974,450,5628,1229,546,18568,T3
57,654,328,1263,168,144,622,T3
3475,52065,76,78732,68562,55,13441,T3
272,4069,567,6953,1842,165,573,T3
8265,13637,7002,15532,8352,196,13401,T3
4871,1049,38,1591,183,362,1156,T3
3430,4588,1062,5667,524,1631,19821,T3
187,19502,37,30702,5488,43,1742,T3
3254,3998,1710,5554,4566,628,6840,T3
1151,21465,766,38058,1876,262,313,T3
1522,221,463,382,702,875,4424,T3
1473,1944,2525,3067,2706,359,559,T3
8576,34084,1182,48476,17220,2850,35119,T3
4993,14843,150,18721,5297,591,4286,T3
4891,57835,5381,95066,71378,64,24546,T3
4049,16410,20,24076,9214,323,2294,T3
967,929,193,1406,443,658,3059,T3
862,2924,86,3652,7686,2590,32407,T3
571,6846,420,8107,1458,782,9363,T3
565,33187,765,61193,59570,85,426,T3
1270,9460,3068,10797,24831,531,14615,T3
3894,31045,353,42353,13311,1895,8233,T3
838,7632,261,12750,8136,23,342,T3
2267,19827,81,31493,10086,115,181,T3
445,4551,73,5817,590,124,2574,T3
10300,4842,174,2006,24,962,61314,T3
1820,10389,1212,12949,2168,493,6677,T3
10287,48809,661,68360,28884,1864,86203,T3
9761,3030,3043,3479,12636,1233,44044,T3
11,1251,78,4835,4456,25,43,T3
9163,57923,1629,93583,50821,200,9868,T3
4691,51403,951,84706,36663,81,14200,T3
1028,664,997,719,207,92,19966,T3
709,1098,2853,1368,305,52,4574,T3
606,2521,250,3845,48,867,3306,T3
5861,14320,2263,15091,5712,1027,19592,T3
71,4060,224,6409,2549,21,1280,T3
501,13184,1551,19453,3851,912,7347,T3
93,8240,15,14457,10452,258,676,T3
7311,22170,3523,26858,42681,1165,14939,T3
1851,27186,5455,53180,58146,463,5115,T3
5368,9154,2722,12285,429,2297,22153,T3
851,523,58,354,9,275,29469,T3
3676,15535,360,23586,2991,1412,2426,T3
50,2561,1078,3441,660,35,551,T3
4472,9894,158,16254,43486,257,46,T3
6549,21381,3336,33228,20116,1247,19055,T3
9480,29077,134,35230,1352,2033,53834,T3
11906,5580,749,5007,90,2048,37380,T3
6146,26612,537,43333,23571,505,965,T3
108,803,213,1975,53,274,1338,T3
4543,17133,91,16945,459,623,34222,T3
811,13156,28,16570,5511,315,8815,T3
6608,49439,4996,82874,43706,2300,12556,T3
1453,420,39,661,32,802,1710,T3
1083,10241,287,18981,3138,769,1231,T3
1341,25904,40,38910,8986,215,2900,T3
650,1607,2163,2192,304,998,13261,T3
10636,7266,246,8568,1292,2093,11040,T3
2908,5354,430,6902,118,902,7053,T3
1516,40323,56,75601,14220,905,1133,T3
2936,3570,4375,4074,4036,1045,20376,T3
338,1426,5258,3538,10201,228,1930,T3
9484,5671,2306,6043,8275,757,35236,T3
534,6324,1705,15135,13864,2289,654,T3
5331,19962,1415,26731,28399,656,19531,T3
8342,44091,1864,68778,32601,1533,10083,T3
3277,35543,1133,60423,17833,87,2256,T3
7485,22071,1732,25743,23789,941,37291,T3
10117,11734,828,18455,4079,283,808,T3
2504,4569,67,4003,511,826,32175,T3
10755,30949,4039,38737,6593,1845,31746,T3
5095,27913,5201,50026,23277,88,8317,T3
523,25471,185,41795,24289,17,1821,T3
5283,1266,188,1274,57,721,3975,T3
127,947,396,2453,12741,484,45,T3
1187,20230,432,29925,7720,608,7197,T3
8950,28195,5611,43244,17718,161,22522,T3
1817,6191,1279,8681,5700,502,19879,T3
2499,9483,1393,10577,2426,885,36698,T3
7680,10739,302,11046,1457,2359,50989,T3
4061,21143,1341,23332,3865,356,28420,T3
6035,24879,1808,34171,16193,1033,21028,T3
563,1855,35,2724,3068,67,376,T3
652,768,1250,1156,192,2384,13950,T3
1303,9134,3875,11993,10709,121,5551,T3
598,20768,473,37861,10460,128,233,T3
2748,3767,49,3884,108,237,5866,T3
902,4512,125,4853,8963,16,13661,T3
349,87,159,196,643,307,10518,T3
3223,11361,23,15400,7798,2746,10681,T3
368,47933,455,81583,44902,189,2401,T3
219,7475,1348,10761,11078,946,8476,T3
4415,2609,1682,2583,1173,1170,7086,T3
990,13674,1175,24635,21207,380,170,T3
1738,413,447,338,434,518,13123,T3
2722,12439,4432,17756,10295,631,9784,T3
225,4121,3564,5568,83,638,14601,T3
8391,38870,2957,59792,47395,1578,17491,T3
3139,7524,1390,11486,2532,1042,32502,T3
172,5262,94,7788,339,1418,9823,T3
113,25461,4143,40277,7717,41,6415,T3
509,10619,1882,16024,7857,396,4211,T3
471,6455,146,12769,1785,587,577,T3
51,7410,477,13198,2264,217,534,T3
1006,1851,1683,2386,1016,212,4797,T3
88,1953,397,3393,171,61,1778,T3
972,7162,800,10224,6901,741,1041,T3
1327,28757,1200,59473,57746,77,49,T3
3883,44554,2878,79753,69340,102,856,T3
8431,16922,544,20772,7105,1285,14650,T3
849,32835,120,59858,34468,19,166,T3
6179,3604,102,3522,139,2507,20896,T3
2594,16299,4114,24559,11296,48,1066,T3
2476,1062,841,1297,65,586,9710,T3
109,12549,737,18797,20360,149,4417,T3
74,23382,850,49504,49736,191,79,T3
630,5134,53,6969,126,202,2328,T3
9061,33037,2047,46190,11630,1658,25412,T3
1026,4773,859,7154,34894,1037,410,T3
1036,1604,3618,2911,844,166,753,T3
2043,8619,128,12209,2083,63,2015,T3
10727,16086,1387,14857,5507,1345,31034,T3
6333,46842,2147,82914,46729,465,8865,T3
469,10117,1754,16866,336,668,602,T3
474,2435,1847,4672,467,426,3830,T3
1966,3448,335,3229,2043,148,11953,T3
7053,26818,675,41052,6252,1447,8309,T3
5832,6289,1500,5233,3124,1606,41339,T3
1428,26094,490,39818,14784,125,5783,T3
6194,15448,1289,18864,3057,697,15068,T3
6842,25268,2111,29359,4695,1464,71673,T3
1464,9410,352,16490,636,96,6053,T3
181,1824,1785,3453,878,2161,11583,T3
1640,4081,743,7825,3240,343,3544,T3
10456,21385,6868,26935,11588,1107,44710,T3
183,5477,370,9567,2213,289,922,T3
7032,39490,830,58096,15370,753,30850,T3
1841,16988,177,37011,41851,701,146,T3
8805,9733,3365,15133,3252,844,5469,T3
684,13761,542,23992,20138,156,338,T3
1169,1888,184,1456,19,648,23399,T3
1807,14396,207,17628,196,667,5109,T3
2261,33195,1260,49163,27807,450,12082,T3
145,44,388,144,144,159,183,T3
569,61,1317,176,95,2665,2050,T3
819,20344,1731,25509,1028,580,28663,T3
374,14943,1787,26739,4038,175,1365,T3
1845,10732,502,17776,8804,655,1205,T3
8758,27756,3485,35877,17292,1971,15664,T3
383,309,71,275,71,1528,17481,T3
1377,6772,199,10235,2175,480,1039,T3
877,3015,12,2502,6330,33,3981,T3
9625,27240,485,39330,19245,2042,18947,T3
94,2629,4122,6058,61,429,1050,T3
21,333,491,435,195,568,2018,T3
4934,14786,1475,17603,15238,20,13640,T3
5629,25774,384,32605,3379,3275,25655,T3
3503,83,1747,133,30,75,18152,T3
1984,5569,441,7314,1646,365,22098,T3
1049,19859,487,35661,7201,173,909,T3
149,2159,671,4512,2679,179,409,T3
199,9148,82,9650,78,2176,21760,T3
10294,27035,5873,38445,33113,629,25821,T3
4388,23147,2189,29629,2825,321,33702,T3
10989,11041,3697,16271,9326,2511,39004,T3
3691,19805,1554,26081,12491,47,12468,T3
1574,1884,1718,2196,388,1299,23585,T3
2982,31136,3071,49445,16505,492,6041,T3
3350,3419,202,2992,94,2633,18741,T3
7305,18702,874,30368,5492,281,3903,T3
1019,2458,4577,5553,7560,1707,849,T3
1622,30953,2658,59215,33757,899,2058,T3
664,8835,359,13017,1595,624,4987,T3
3362,7206,6124,9995,6987,333,20735,T3
2745,20918,2382,35331,36106,129,8981,T3
2639,33804,1164,48998,16202,735,19254,T3
3745,37124,255,59253,50278,153,3108,T3
404,2406,1238,4075,282,277,1889,T3
7396,22639,3122,27084,19492,1399,27955,T3
4136,38108,520,51988,46640,455,7735,T3
805,4247,62,3569,69,195,10724,T3
3440,14622,7758,20296,30074,2132,31788,T3
1304,2179,348,2520,152,236,2244,T3
26,23,505,101,16,101,5968,T3
195,29930,6150,53076,7130,1607,8193,T3
306,639,512,1603,1054,157,203,T3
8198,24545,2368,34479,46121,1173,12890,T3
519,2402,1004,3462,478,406,6586,T3
3143,26964,926,39209,18142,1473,651,T3
1988,27140,395,44221,31723,804,6291,T3
168,9538,107,13138,4443,788,4999,T3
4943,3061,471,3111,706,759,17666,T3
3965,21758,445,35214,14067,1046,14844,T3
466,1524,24,2396,55,60,742,T3
5768,1315,157,545,75,2166,48727,T3
5172,6229,6336,7835,1443,482,7733,T3
2715,41016,2328,60655,21934,254,33555,T3
7419,61003,1351,90725,46547,1087,54766,T3
6529,42573,1499,69251,31572,119,5779,T3
2696,11765,166,16368,1727,3799,24392,T3
465,19966,2821,37780,32399,84,254,T3
9645,41365,1761,58973,30914,1189,41728,T3
11113,48541,7344,80633,52795,1605,15738,T3
70,2158,314,4036,829,249,1386,T3
1794,332,3961,533,1891,36,799,T3
2034,2692,2538,4882,8639,29,399,T3
366,12682,413,24585,24720,154,335,T3
1010,962,2967,1370,11093,1130,4798,T3
1609,19695,1395,32805,20518,95,1339,T3
2058,15883,217,23547,729,620,7650,T3
232,2502,1092,2954,128,1280,5769,T3
755,1533,274,2848,3831,239,75,T3
5562,16171,129,21692,6470,614,14052,T3
5247,25503,5848,40945,31752,671,8516,T3
651,15736,3905,29092,15760,169,686,T3
303,132,124,180,13,650,12091,T3
4383,7909,862,7677,1196,2140,24743,T3
257,6795,97,11287,243,433,898,T3
6130,4288,988,4258,3457,1787,5521,T3
2524,4755,365,8963,12313,241,73,T3
1615,1170,714,1891,577,1849,7765,T3
4814,40610,4384,75112,53637,643,664,T3
7862,8832,2366,11184,383,933,12169,T3
6486,8652,1674,5770,1988,883,57564,T3
9256,14027,4360,10470,3149,1969,90300,T3
796,14067,3401,20566,14980,593,1665,T3
7087,5474,173,7355,26022,908,6418,T3
1480,2952,1681,3908,34852,419,7465,T3
3832,17397,773,18942,1962,1633,52213,T3
1788,24103,805,42831,7974,167,4337,T3
378,7094,1703,5723,983,162,34899,T3
7184,1174,87,779,92,3235,67441,T3
433,21822,902,40361,21230,431,540,T3
11440,35558,2332,52409,65629,1311,7759,T3
3002,8874,2211,15892,9187,1351,3694,T3
1864,11878,2123,23184,19529,1120,1843,T3
1575,4024,736,3914,1576,220,12007,T3
8364,3554,162,2571,1742,1333,54279,T3
357,2045,674,2383,725,2126,9673,T3
7475,16703,465,22961,25414,1828,8738,T3
9450,9319,341,9384,4765,374,14831,T3
174,446,467,1072,3855,666,457,T3
1626,999,1740,804,294,2334,21215,T3
660,1311,191,2197,1454,647,2701,T3
9244,31872,2639,57587,65309,999,524,T3
915,1610,449,2392,5487,849,1881,T3
2205,20353,623,32377,25248,205,1704,T3
8731,42633,4119,67262,38069,536,16923,T3
3760,2386,145,3011,18755,1262,2554,T3
10341,15337,1008,17890,3459,1133,16094,T3
3266,5804,96,11158,3725,794,2681,T3
4012,27089,1424,40519,29326,625,10947,T3
3521,21480,474,31343,49561,193,2443,T3
5248,23240,2566,39185,34992,375,4082,T3
5323,33638,1307,45247,9625,1176,34654,T3
4040,16847,2861,23689,1063,920,20022,T3
2380,13943,95,16839,4071,106,5051,T3
7355,2987,5382,4844,1527,2352,14190,T3
6642,1402,172,1145,109,2529,49270,T3
7098,41046,2022,66651,14642,389,33036,T3
44,418,354,794,221,78,90,T3
2262,31650,1869,59055,14060,1340,4622,T3
1443,7555,3112,10491,32156,622,2641,T3
9212,37658,758,54218,26100,510,13066,T3
717,6636,1157,8353,3606,244,4094,T3
1823,17665,179,23388,9068,164,12502,T3
4752,3525,1543,5261,76,727,12203,T3
7123,28952,4015,35913,5983,938,33781,T3
1737,5146,5705,6892,28901,530,18335,T3
242,30378,1007,50054,14287,79,2064,T3
1427,11852,417,21574,23845,104,288,T3
530,3503,163,6155,5794,109,2363,T3
4184,16849,6048,20449,9866,1348,44755,T3
1903,6691,878,9790,7704,853,4428,T3
3086,6114,3024,6789,605,2676,33841,T3
1954,18785,522,32743,6918,2617,10959,T3
844,14212,103,16063,6674,496,28478,T3
2838,13314,602,17477,5489,118,2889,T3
4813,20783,245,20932,2156,253,24557,T3
8288,39289,498,60405,70211,290,1643,T3
1488,605,139,761,74,1439,10776,T3
2356,1730,205,1504,1927,272,8491,T3
1926,2811,437,3053,7149,453,9231,T3
13,585,1999,946,1633,137,8124,T3
6118,16223,745,17736,11356,2620,33948,T3
5700,8651,1098,12987,16443,977,2763,T3
6884,15063,948,18294,17882,2123,26386,T3
2764,32346,1534,41792,28480,488,31663,T3
1947,2253,716,3032,733,1013,7148,T3
4579,35682,935,65414,27369,134,761,T3
6116,13673,607,16852,6316,2214,18693,T3
11329,27667,1428,34398,5579,937,31832,T3
1102,13370,60,17771,22787,508,11259,T3
7464,1960,2515,2391,7950,2291,6842,T3
11448,14291,1453,12783,206,3838,65992,T3
2661,8767,4045,10023,6105,458,9119,T3
218,13133,516,20395,6881,662,12568,T3
4578,14764,1420,18204,13391,839,5280,T3
825,134,169,199,921,459,2416,T3
2367,5794,190,3663,4729,761,48451,T3
1898,1213,976,991,91,3464,49851,T3
2394,1507,237,1463,121,2909,23333,T3
9461,25329,2546,32992,6443,1998,42642,T3
197,13833,21,19905,4582,163,1323,T3
3742,3585,727,4778,13584,65,7685,T3
1358,14811,1742,20513,18587,674,4392,T3
4363,39619,90,62342,38497,190,6488,T3
3315,26736,1873,50464,16880,1323,2869,T3
1209,29216,1002,63528,25052,178,56,T3
5408,8875,631,16310,8717,677,3198,T3
540,9629,2275,12238,6642,574,11448,T3
1573,12367,2030,20877,21080,1874,9920,T3
5430,38470,4639,65539,66686,219,2775,T3
789,32336,802,53519,30070,53,712,T3
178,3237,1011,5864,8681,206,3661,T3
256,3372,1023,4357,2789,1536,7864,T3
3782,7218,478,10866,14213,679,10037,T3
363,12522,403,20298,4536,858,1699,T3
648,16890,2558,33920,16717,418,59,T3
880,7897,865,11166,5599,147,2977,T3
1715,1806,1368,2317,531,192,934,T3
9401,16040,2423,15943,12597,318,30457,T3
2052,24606,367,34263,6828,2263,15477,T3
2382,1767,1524,1988,2269,1719,24151,T3
7843,24070,8059,28850,37459,985,36989,T3
7141,4580,1214,3871,8317,428,22774,T3
2631,6490,290,10165,1532,878,7300,T3
3457,32886,579,44108,10422,3059,45444,T3
2123,13999,8897,22583,49877,187,2126,T3
1390,20145,1178,36460,19534,960,545,T3
7307,9824,513,9173,1909,2417,39496,T3
2444,2307,670,2900,20224,183,910,T3
6976,29527,1321,44909,18581,672,6032,T3
170,1766,2913,2645,490,1146,3474,T3
852,16679,1902,24374,987,392,19482,T3
1323,1856,4969,2577,2699,491,34707,T3
202,610,720,697,746,82,715,T3
617,970,79,2003,967,456,99,T3
6199,3360,6228,2987,6439,294,21875,T3
1123,3680,369,6416,1583,97,1421,T3
2822,1365,2015,1579,293,2989,36619,T3
165,4240,121,8068,87,186,548,T3
1870,489,154,359,72,863,36263,T3
584,8171,831,13841,10406,223,1697,T3
5487,2327,316,2157,1936,3787,27970,T3
4551,14814,571,25726,982,1680,939,T3
8757,17143,2152,17525,8825,2337,50204,T3
343,2249,1557,3626,24744,312,790,T3
5166,22515,2318,28888,17662,2162,20640,T3
638,8790,545,13761,1093,830,639,T3
7849,1412,638,1718,4180,1023,5012,T3
1311,42847,144,72651,54685,132,1792,T3
9039,25068,346,30294,31487,840,42950,T3
3000,26574,3421,48138,22477,373,1286,T3
1134,14262,2502,19231,6860,832,26303,T3
6763,3415,526,2818,623,1143,18845,T3
2391,11292,846,16520,16613,690,1853,T3
9334,13991,1615,18308,1376,2445,33477,T3
10038,26127,4449,34038,27678,2081,23719,T3
432,3247,1650,7470,5769,107,55,T3
7981,37000,9331,53628,42676,563,30581,T3
1532,10642,588,17129,16303,112,2020,T3
5169,13334,6338,19862,16932,403,10028,T3
9620,4589,1377,3214,6699,2571,39914,T3
11523,21631,2762,26426,29051,1651,37547,T3
134,3577,760,6543,259,370,4672,T3
6672,12877,844,18293,10373,630,4534,T3
6935,10686,1817,13335,6741,409,18671,T3
2572,6472,869,7492,1163,1424,27124,T3
4163,18357,6824,31296,6346,567,3799,T3
9798,40855,68,59837,22572,657,27143,T3
2616,483,854,909,242,1164,1855,T3
4465,31360,320,43503,7431,517,22390,T3
693,12725,1632,17463,184,768,38457,T3
354,22028,293,39263,8757,743,774,T3
2648,18302,1054,22734,1901,879,14625,T3
1401,24697,3288,41557,10110,490,6038,T3
246,8297,222,12544,892,127,879,T3
8889,43141,100,56913,20587,1185,47650,T3
5862,14434,781,17401,1030,1204,11602,T3
3195,12353,2570,16986,9677,611,9690,T3
5690,1093,204,824,598,1459,20873,T3
2137,19567,1126,29215,10625,2572,9904,T3
5436,20417,3716,28181,38731,726,6568,T3
5108,10022,3285,11818,13307,1246,3439,T3
2776,24728,3159,34528,25016,607,9641,T3
5109,5275,401,5685,940,2239,40247,T3
3909,3582,1577,4329,2664,1505,29430,T3
4521,9917,801,11323,119,1404,34603,T3
11314,22618,4117,26916,27166,401,22194,T3
2687,846,3374,2069,205,584,2764,T3
2099,2261,152,2111,797,637,9305,T3
5317,45495,3884,75699,49198,835,19648,T3
265,129,658,194,64,174,306,T3
10793,14768,3347,13901,1772,2716,26900,T3
787,2451,3031,3861,817,1200,1436,T3
1751,8914,44,13052,1913,1019,7776,T3
1662,26610,820,30298,3889,486,39836,T3
6201,9002,2067,13210,4941,2056,5244,T3
3220,15585,1866,17219,6773,1503,42754,T3
864,7323,943,8198,666,1350,27838,T3
4324,8168,489,11121,26524,639,4916,T3
2467,11639,2777,19593,4630,986,3723,T3
4096,13089,345,21962,10656,366,891,T3
2057,16472,1222,25757,7981,734,6193,T3
7879,37407,9646,70311,39435,1058,1777,T3
295,4528,1242,7410,1429,771,4518,T3
874,280,697,393,146,297,1336,T3
7360,15028,1295,19795,3264,1818,55926,T3
6793,24270,677,35723,38963,1371,7540,T3
3578,17289,849,27148,22804,2880,24746,T3
10349,1897,2392,1137,856,1790,51401,T3
2944,17233,151,29480,16000,413,2206,T3
10378,21837,2781,32645,7030,2458,8898,T3
2808,17762,114,22675,1383,1769,23792,T3
2537,4768,3703,6393,10363,527,3615,T3
